sboid;said;validFrom;validTo;organisationNumber;status;descriptionDe;descriptionFr;descriptionIt;descriptionEn;abbreviationDe;abbreviationFr;abbreviationIt;abbreviationEn;businessTypesId;businessTypesDe;businessTypesIt;businessTypesFr;transportCompanyNumber;transportCompanyAbbreviation;transportCompanyBusinessRegisterName;creationTime;editionTime
ch:1:sboid:1017151;1017151;2018-11-30;9999-12-31;776;VALIDATED;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;Transports Publics de l'agglomération d'Annemasse;TAC;TAC;TAC;TAC;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#2022;TAC;Transports annemassiens collectifs;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101750;101750;2018-12-11;9999-12-31;291;VALIDATED;Staldenried-Gspon;Staldenried-Gspon;Staldenried-Gspon;Staldenried-Gspon;LSG/LSG;LSG/LSG;LSG/LSG;LSG/LSG;45;Luft;Aria;Air;#0583;LSG;Luftseilbahn Stalden - Staldenried - Gspon;2022-08-04 14:16:27;2022-08-16 15:28:44
ch:1:sboid:101751;101751;2019-12-15;9999-12-31;710;VALIDATED;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;Bürgerbus Walperswil-Epsach-Täuffelen-Aarberg;WETA;WETA;WETA;WETA;30;Strasse;Strada;Route;#1906;WETA;Gemeinde Walperswil;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101753;101753;2019-01-17;9999-12-31;510;VALIDATED;MEV Schweiz AG;MEV Schweiz AG;MEV Schweiz AG;MEV Schweiz AG;MEV;MEV;MEV;MEV;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#1338;MEV;MEV Schweiz AG - Independent Railway Services;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101754;101754;2019-06-01;9999-12-31;426;VALIDATED;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF Mobiltés - Direction TER Auvergne-Rhône-Alpes;SNCF LEX;SNCF LEX;SNCF LEX;SNCF LEX;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0051;SNCF;Société Nationale des Chemins de fer Français;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101755;101755;2019-02-13;9999-12-31;946;VALIDATED;Foxtrail - Swisscovery GmbH;Foxtrail - Swisscovery GmbH;Foxtrail - Swisscovery GmbH;Foxtrail - Swisscovery GmbH;Foxtrail;Foxtrail;Foxtrail;Foxtrail;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101756;101756;2019-02-20;9999-12-31;9020;VALIDATED;Transports Vallée de Joux-Yverdon-Ste-Croix (oc/bus);Transports Vallée de Joux-Yverdon-Ste-Croix (oc/bus);Transports Vallée de Joux-Yverdon-Ste-Croix (oc/bus);Transports Vallée de Joux-Yverdon-Ste-Croix (oc/bus);TRAVYS/oc;TRAVYS/oc;TRAVYS/oc;TRAVYS/oc;70;Kundeninformation;Informazione alla clientela;Information clientèle;#0037;TRAVYS;TRAVYS - Transports Vallée-de-Joux - Yverdon-les-Bains - Sainte-Croix S.A.;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101757;101757;2019-04-24;9999-12-31;430;VALIDATED;Tarifverbund TransReno;Tarifverbund TransReno;Tarifverbund TransReno;Tarifverbund TransReno;TransReno;TransReno;TransReno;TransReno;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101758;101758;2019-05-01;9999-12-31;478;VALIDATED;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;Verkehrsverbund Vorarlberg GmbH;VVV;VVV;VVV;VVV;30;Strasse;Strada;Route;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101759;101759;2019-05-15;9999-12-31;419;VALIDATED;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;Léman Pass;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101760;101760;2019-05-23;9999-12-31;531;VALIDATED;TR Trans Rail AG;TR Trans Rail AG;TR Trans Rail AG;TR Trans Rail AG;TRTR;TRTR;TRTR;TRTR;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101761;101761;2019-05-29;9999-12-31;446;VALIDATED;Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);Tarifverbund Libero 6 (Abo);TV Libero6;TV Libero6;TV Libero6;TV Libero6;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101762;101762;2019-05-29;9999-12-31;459;VALIDATED;Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);Tarifverbund Libero 5 (Billette);TV Libero5;TV Libero5;TV Libero5;TV Libero5;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101763;101763;2023-12-06;9999-12-31;532;VALIDATED;LTE Schweiz GmbH;LTE Schweiz GmbH;LTE Schweiz GmbH;LTE Schweiz GmbH;LTE-CH;LTE-CH;LTE-CH;LTE-CH;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#2864;EDG;LTE Schweiz GmbH;2024-04-04 15:18:28;2024-04-18 16:04:48
ch:1:sboid:101764;101764;2019-08-12;9999-12-31;560;VALIDATED;DCS;DCS;DCS;DCS;DCS;DCS;DCS;DCS;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101765;101765;2019-08-12;9999-12-31;561;VALIDATED;Swiss Smart Mobility;Swiss Smart Mobility;Swiss Smart Mobility;Swiss Smart Mobility;SSMO;SSMO;SSMO;SSMO;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101766;101766;2019-08-12;9999-12-31;562;VALIDATED;SBB IMDL;SBB IMDL;SBB IMDL;SBB IMDL;IMDL;IMDL;IMDL;IMDL;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:1017661;1017661;2019-08-12;9999-12-31;563;VALIDATED;SBB_Online_CityBundle;SBB_Online_CityBundle;SBB_Online_CityBundle;SBB_Online_CityBundle;SOCB;SOCB;SOCB;SOCB;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101767;101767;2019-09-09;9999-12-31;700;VALIDATED;Alsa Bustours Gex S.A.S;Alsa Bustours Gex S.A.S;Alsa Bustours Gex S.A.S;Alsa Bustours Gex S.A.S;ABG;ABG;ABG;ABG;30;Strasse;Strada;Route;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101768;101768;2019-10-07;9999-12-31;3258;VALIDATED;TéléCharmey SA;TéléCharmey SA;TéléCharmey SA;TéléCharmey SA;TCSA;TCSA;TCSA;TCSA;45;Luft;Aria;Air;#1353;TCSA;TéléCharmey SA;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:101769;101769;2019-10-07;9999-12-31;3257;VALIDATED;La Punt Ferien;La Punt Ferien;La Punt Ferien;La Punt Ferien;LPF;LPF;LPF;LPF;30;Strasse;Strada;Route;#1354;LPF;La Punt Ferien;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101770;101770;2019-10-14;9999-12-31;200;VALIDATED;Wengernalpbahn Grindelwald Grund - Eigergletscher;Wengernalpbahn Grindelwald Grund - Eigergletscher;Wengernalpbahn Grindelwald Grund - Eigergletscher;Wengernalpbahn Grindelwald Grund - Eigergletscher;WAB-sbge;WAB-sbge;WAB-sbge;WAB-sbge;30;Strasse;Strada;Route;#0219;WAB;Wengernalpbahn AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101771;101771;2019-10-18;9999-12-31;1987;VALIDATED;SNCF 1   $;SNCF 1   $;SNCF 1   $;SNCF 1   $;SNCF 1   $;SNCF 1   $;SNCF 1   $;SNCF 1   $;;;;;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101772;101772;2019-11-07;9999-12-31;564;VALIDATED;FUSE;FUSE;FUSE;FUSE;FUSE;FUSE;FUSE;FUSE;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101773;101773;2019-11-07;9999-12-31;565;VALIDATED;WU;WU;WU;WU;WEUN;WEUN;WEUN;WEUN;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101774;101774;2019-11-15;9999-12-31;711;VALIDATED;Bürgerbus Hellsau-Höchstetten-Willadingen-Koppigen;Bürgerbus Hellsau-Höchstetten-Willadingen-Koppigen;Bürgerbus Hellsau-Höchstetten-Willadingen-Koppigen;Bürgerbus Hellsau-Höchstetten-Willadingen-Koppigen;BüBu;BüBu;BüBu;BüBu;30;Strasse;Strada;Route;#0806;BüBu;Gemeindeverband Koppigen;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101775;101775;2019-11-22;9999-12-31;369;VALIDATED;Stadtbus Tuttlingen Klink GmbH;Stadtbus Tuttlingen Klink GmbH;Stadtbus Tuttlingen Klink GmbH;Stadtbus Tuttlingen Klink GmbH;SBT;SBT;SBT;SBT;30;Strasse;Strada;Route;#1356;SBT;Stadtbus Tuttlingen Klink GmbH;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101776;101776;2019-11-26;9999-12-31;91;VALIDATED;BLS Fernverkehr AG;BLS Fernverkehr AG;BLS Fernverkehr AG;BLS Fernverkehr AG;BLSFV;BLSFV;BLSFV;BLSFV;10;Eisenbahn;Ferrovia;Chemin de fer;#1600;BLSFV;BLS  Fernverkehr AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101777;101777;2020-01-27;9999-12-31;602;VALIDATED;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;BA Auto;BA Auto;BA Auto;BA Auto;30;Strasse;Strada;Route;#1041;BA;Bergbahnen Adelboden AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101778;101778;2020-01-27;9999-12-31;603;VALIDATED;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;Bergbahnen Adelboden AG;BA Auto-T;BA Auto-T;BA Auto-T;BA Auto-T;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#1041;BA;Bergbahnen Adelboden AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101779;101779;2020-01-28;9999-12-31;604;VALIDATED;Bodensee-Oberschwaben Verkehrsverbund GmbH;Bodensee-Oberschwaben Verkehrsverbund GmbH;Bodensee-Oberschwaben Verkehrsverbund GmbH;Bodensee-Oberschwaben Verkehrsverbund GmbH;BODO;BODO;BODO;BODO;30,51;Strasse,Tarifverbund;Strada,Comunità tariffaria;Route,Communauté tarifaire;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101781;101781;2023-12-10;9999-12-31;605;VALIDATED;STI Bus AG;STI Bus AG;STI Bus AG;STI Bus AG;STI Berg;STI Berg;STI Berg;STI Berg;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0172;STI;STI Bus AG;2023-04-20 13:12:28;2023-04-20 13:23:50
ch:1:sboid:1017811;1017811;2020-03-30;9999-12-31;418;VALIDATED;SNCF National;SNCF National;SNCF National;SNCF National;SNCF Nat;SNCF Nat;SNCF Nat;SNCF Nat;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0051;SNCF;Société Nationale des Chemins de fer Français;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101782;101782;2020-04-06;9999-12-31;606;VALIDATED;DistriBus Saint-Louis Agglo;DistriBus Saint-Louis Agglo;DistriBus Saint-Louis Agglo;DistriBus Saint-Louis Agglo;DistriBus;DistriBus;DistriBus;DistriBus;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101783;101783;2023-12-10;9999-12-31;7200;VALIDATED;fiktive Fahrten für EFZ;fiktive Fahrten für EFZ;fiktive Fahrten für EFZ;fiktive Fahrten für EFZ;SBB-EFZ;SBB-EFZ;SBB-EFZ;SBB-EFZ;70;Kundeninformation;Informazione alla clientela;Information clientèle;;;;2023-12-04 13:23:35;2023-12-04 13:23:35
ch:1:sboid:101806;101806;2020-04-17;9999-12-31;607;VALIDATED;Regio Verkehrsverbund Lörrach;Regio Verkehrsverbund Lörrach;Regio Verkehrsverbund Lörrach;Regio Verkehrsverbund Lörrach;RVL;RVL;RVL;RVL;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101807;101807;2020-05-01;9999-12-31;608;VALIDATED;BLS AG (zlb);BLS AG (zlb);BLS AG (zlb);BLS AG (zlb);BLS-zlb;BLS-zlb;BLS-zlb;BLS-zlb;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0016;BLS;BLS AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101808;101808;2023-01-24;9999-12-31;412;VALIDATED;Tarifverbund Davos;Tarifverbund Davos;Tarifverbund Davos;Tarifverbund Davos;TVD;TVD;TVD;TVD;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2023-01-24 17:47:09;2023-01-24 17:47:42
ch:1:sboid:101809;101809;2020-08-18;9999-12-31;566;VALIDATED;SBB NMD P+R;SBB NMD P+R;SBB NMD P+R;SBB NMD P+R;SBB (NMD);SBB (NMD);SBB (NMD);SBB (NMD);95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101810;101810;2024-12-11;9999-12-31;7223;VALIDATED;Transports publics fribourgeois Ersatzverkehr;Transports publics fribourgeois Ersatzverkehr;Transports publics fribourgeois Ersatzverkehr;Transports publics fribourgeois Ersatzverkehr;TPF-EV;TPF-EV;TPF-EV;TPF-EV;72;Ersatzverkehr;Servizio sostitutivo;Service de remplacement;#0025;TPF;Transports publics fribourgeois Trafic (TPF TRAFIC) SA;2024-12-11 07:28:57;2024-12-11 07:28:57
ch:1:sboid:101811;101811;2020-09-23;9999-12-31;3271;VALIDATED;Association neuchâteloise des Amis du Tramway ANAT;Association neuchâteloise des Amis du Tramway ANAT;Association neuchâteloise des Amis du Tramway ANAT;Association neuchâteloise des Amis du Tramway ANAT;ANAT;ANAT;ANAT;ANAT;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1326;ANAT;Association neuchâteloise des Amis du Tramway ANAT;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101812;101812;2020-12-07;9999-12-31;609;VALIDATED;Comune di Personico;Comune di Personico;Comune di Personico;Comune di Personico;BPB;BPB;BPB;BPB;30;Strasse;Strada;Route;#0788;BPB;Comune di Personico;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101813;101813;2020-12-08;9999-12-31;610;VALIDATED;Transdev Haute Savoie, SARL;Transdev Haute Savoie, SARL;Transdev Haute Savoie, SARL;Transdev Haute Savoie, SARL;TDEV74;TDEV74;TDEV74;TDEV74;30;Strasse;Strada;Route;#1329;TDEV74;Transdev Haute Savoie, SARL;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101814;101814;2021-04-27;9999-12-31;769;VALIDATED;Bus und Service AG (Chur);Bus und Service AG (Chur);Bus und Service AG (Chur);Bus und Service AG (Chur);BuS/rv;BuS/rv;BuS/rv;BuS/rv;30;Strasse;Strada;Route;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101815;101815;2025-08-25;9999-12-31;41;VALIDATED;Aargau Verkehr AG;Aargau Verkehr AG;Aargau Verkehr AG;Aargau Verkehr AG;AVA-ltb;AVA-ltb;AVA-ltb;AVA-ltb;10;Eisenbahn;Ferrovia;Chemin de fer;#0183;AVA;Aargau Verkehr AG (AVA);2025-08-25 14:18:37;2025-08-25 14:18:37
ch:1:sboid:101816;101816;2021-07-29;9999-12-31;611;VALIDATED;Alpbus Fournier;Alpbus Fournier;Alpbus Fournier;Alpbus Fournier;AFO;AFO;AFO;AFO;30;Strasse;Strada;Route;#0798;AFO;Alpbus Fournier;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101817;101817;2021-08-04;9999-12-31;612;VALIDATED;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;Deutsche Eisenbahn-Infrastruktur in der Schweiz;DICH;DICH;DICH;DICH;10;Eisenbahn;Ferrovia;Chemin de fer;#0058;DICH;Deutsche Eisenbahn-Infrastruktur in der Schweiz;2022-08-04 14:16:27;2022-08-16 15:27:01
ch:1:sboid:101818;101818;2021-10-15;9999-12-31;613;VALIDATED;Tschentenbahnen AG;Tschentenbahnen AG;Tschentenbahnen AG;Tschentenbahnen AG;TBA;TBA;TBA;TBA;45;Luft;Aria;Air;#1021;TBA;Tschentenbahnen AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101819;101819;2021-10-15;9999-12-31;614;VALIDATED;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;LEE;LEE;LEE;LEE;45;Luft;Aria;Air;#1049;LEE;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101820;101820;2021-11-18;9999-12-31;413;VALIDATED;Transports publics fribourgeois Infrastructure SA;Transports publics fribourgeois Infrastructure SA;Transports publics fribourgeois Infrastructure SA;Transports publics fribourgeois Infrastructure SA;TPF-fvp01;TPF-fvp01;TPF-fvp01;TPF-fvp01;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101821;101821;2021-11-18;9999-12-31;414;VALIDATED;Transports publics fribourgeois Immobilier SA;Transports publics fribourgeois Immobilier SA;Transports publics fribourgeois Immobilier SA;Transports publics fribourgeois Immobilier SA;TPF-fvp02;TPF-fvp02;TPF-fvp02;TPF-fvp02;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:1018222;1018222;2021-11-18;9999-12-31;415;VALIDATED;Transports publics fribourgeois Holding SA;Transports publics fribourgeois Holding SA;Transports publics fribourgeois Holding SA;Transports publics fribourgeois Holding SA;TPF-fvp03;TPF-fvp03;TPF-fvp03;TPF-fvp03;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:1018223;1018223;2022-01-01;9999-12-31;917;VALIDATED;Gemeinde Dürnten;Gemeinde Dürnten;Gemeinde Dürnten;Gemeinde Dürnten;DUERN;DUERN;DUERN;DUERN;30;Strasse;Strada;Route;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101824;101824;2022-01-01;9999-12-31;918;VALIDATED;Schweizer Museumspass;Schweizer Museumspass;Schweizer Museumspass;Schweizer Museumspass;CHMUS;CHMUS;CHMUS;CHMUS;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101825;101825;2022-01-01;9999-12-31;965;VALIDATED;Zoo Zürich;Zoo Zürich;Zoo Zürich;Zoo Zürich;ZOOZ;ZOOZ;ZOOZ;ZOOZ;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101826;101826;2022-01-01;9999-12-31;968;VALIDATED;Verein Zürcher Museen;Verein Zürcher Museen;Verein Zürcher Museen;Verein Zürcher Museen;VZUEM;VZUEM;VZUEM;VZUEM;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101827;101827;2022-01-01;9999-12-31;982;VALIDATED;Zürich Tourismus;Zürich Tourismus;Zürich Tourismus;Zürich Tourismus;ZUET;ZUET;ZUET;ZUET;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101828;101828;2021-12-21;9999-12-31;615;VALIDATED;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;Südtiroler Transportstrukturen AG;STA;STA;STA;STA;10;Eisenbahn;Ferrovia;Chemin de fer;#9301;STA;Südtiroler Transportstrukturen AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101829;101829;2022-01-03;9999-12-31;616;VALIDATED;HSL Schweiz GmbH;HSL Schweiz GmbH;HSL Schweiz GmbH;HSL Schweiz GmbH;HSLCH;HSLCH;HSLCH;HSLCH;10;Eisenbahn;Ferrovia;Chemin de fer;#3123;HSLCH;HSL Schweiz GmbH;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101830;101830;2024-04-18;9999-12-31;800;VALIDATED;Bergbahnen Adelboden-Lenk AG;Bergbahnen Adelboden-Lenk AG;Bergbahnen Adelboden-Lenk AG;Bergbahnen Adelboden-Lenk AG;BAL AG;BAL AG;BAL AG;BAL AG;45;Luft;Aria;Air;#1380;BAL;Bergbahnen Adelboden-Lenk AG;2024-04-18 08:06:48;2024-04-18 08:06:48
ch:1:sboid:101832;101832;2022-03-14;9999-12-31;3199;VALIDATED;MS Seestern + Gastro AG;MS Seestern + Gastro AG;MS Seestern + Gastro AG;MS Seestern + Gastro AG;MSSG;MSSG;MSSG;MSSG;20;Schiff;Nave;Bateau;#0651;MSSG;MS Seestern + Gastro AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101833;101833;2022-03-31;9999-12-31;957;VALIDATED;Railtech SA;Railtech SA;Railtech SA;Railtech SA;MOB-Rail;MOB-Rail;MOB-Rail;MOB-Rail;30;Strasse;Strada;Route;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101834;101834;2022-05-30;9999-12-31;617;VALIDATED;Alpintrans GmbH;Alpintrans GmbH;Alpintrans GmbH;Alpintrans GmbH;ALTRA;ALTRA;ALTRA;ALTRA;30;Strasse;Strada;Route;#1379;ALTRA;Alpintrans GmbH;2022-08-04 14:16:27;2022-08-16 15:26:36
ch:1:sboid:101835;101835;2022-07-21;9999-12-31;416;VALIDATED;LLOB GmbH;LLOB GmbH;LLOB GmbH;LLOB GmbH;LLOB;LLOB;LLOB;LLOB;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101836;101836;2024-09-18;9999-12-31;7230;VALIDATED;BLS Netz AG Ersatzverkehr;BLS Netz AG Ersatzverkehr;BLS Netz AG Ersatzverkehr;BLS Netz AG Ersatzverkehr;BLS-EV;BLS-EV;BLS-EV;BLS-EV;72;Ersatzverkehr;Servizio sostitutivo;Service de remplacement;#0016;BLS;BLS AG;2024-09-18 16:45:25;2025-02-07 14:41:05
ch:1:sboid:1100000;1100000;2022-08-10;9999-12-31;9021;VALIDATED;ALPYBUS SARL;ALPYBUS SARL;ALPYBUS SARL;ALPYBUS SARL;ALPY;ALPY;ALPY;ALPY;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#2324;ALPY;ALPYBUS SARL;2022-08-10 17:16:37;2022-08-10 17:16:37
ch:1:sboid:1100001;1100001;2022-08-10;9999-12-31;9022;VALIDATED;ALPINEXPRESS Sàrl;ALPINEXPRESS Sàrl;ALPINEXPRESS Sàrl;ALPINEXPRESS Sàrl;ALX;ALX;ALX;ALX;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1260;ALX;ALPINEXPRESS Sàrl;2022-08-10 17:19:11;2022-08-10 17:19:11
ch:1:sboid:1100002;1100002;2022-08-10;9999-12-31;9023;VALIDATED;Aratours SA;Aratours SA;Aratours SA;Aratours SA;ARAT;ARAT;ARAT;ARAT;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1370;ARAT;ARATOURS SA;2022-08-10 17:21:34;2022-08-10 17:21:34
ch:1:sboid:1100004;1100004;2022-08-10;9999-12-31;9025;VALIDATED;Commune de Nendaz;Commune de Nendaz;Commune de Nendaz;Commune de Nendaz;BCN;BCN;BCN;BCN;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1339;BCN;Commune de Nendaz;2022-08-10 17:24:17;2022-08-10 17:24:17
ch:1:sboid:1100005;1100005;2022-08-10;9999-12-31;9026;VALIDATED;Bus Kantic GmbH;Bus Kantic GmbH;Bus Kantic GmbH;Bus Kantic GmbH;BUK;BUK;BUK;BUK;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#2519;BUK;Bus Kantic GmbH;2022-08-10 17:24:55;2022-08-10 17:24:55
ch:1:sboid:1100006;1100006;2022-08-10;9999-12-31;9027;VALIDATED;Commune de Chalais;Commune de Chalais;Commune de Chalais;Commune de Chalais;CCh;CCh;CCh;CCh;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1349;CCh;Commune de Chalais;2022-08-10 17:26:32;2022-08-10 17:26:32
